model,query,image_id,transform,level,label,cosine
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,20.0,rotation_20deg,0.846827
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,45.0,rotation_45deg,0.802167
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,90.0,rotation_90deg,0.806249
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,180.0,rotation_180deg,0.831478
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.9,crop_0.9x,0.979034
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.8,crop_0.8x,0.962197
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.7,crop_0.7x,0.9263
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.5,crop_0.5x,0.822521
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.3,crop_0.3x,0.504476
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.2,brightness_0.2x,0.906009
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.4,brightness_0.4x,0.957781
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.6,brightness_0.6x,0.975468
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.8,brightness_0.8x,0.988227
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,1.2,brightness_1.2x,0.996737
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,1.5,brightness_1.5x,0.991201
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,2.0,brightness_2x,0.979944
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,3.0,brightness_3x,0.939254
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,0.5,blur_0.5px,0.993821
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,1.0,blur_1px,0.923641
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,2.0,blur_2px,0.797678
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,4.0,blur_4px,0.641891
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,0.2,saturation_0.2x,0.961057
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,0.4,saturation_0.4x,0.981427
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,0.7,saturation_0.7x,0.995657
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,1.3,saturation_1.3x,0.997491
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,1.7,saturation_1.7x,0.989019
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,2.5,saturation_2.5x,0.961936
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,-0.3,hue_-0.3,0.950502
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,-0.15,hue_-0.15,0.951988
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,0.15,hue_0.15,0.922057
resnet18,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,0.3,hue_0.3,0.928061
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,5.0,rotation_5deg,0.934422
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,10.0,rotation_10deg,0.859745
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,20.0,rotation_20deg,0.8272
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,45.0,rotation_45deg,0.744586
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,90.0,rotation_90deg,0.834783
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,180.0,rotation_180deg,0.826266
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.9,crop_0.9x,0.95926
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.8,crop_0.8x,0.94434
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.7,crop_0.7x,0.924758
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.5,crop_0.5x,0.870541
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.3,crop_0.3x,0.748022
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.2,brightness_0.2x,0.910681
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.4,brightness_0.4x,0.959094
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.6,brightness_0.6x,0.974678
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.8,brightness_0.8x,0.988537
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,1.2,brightness_1.2x,0.991267
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,1.5,brightness_1.5x,0.970617
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,2.0,brightness_2x,0.892214
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,3.0,brightness_3x,0.713283
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,0.5,blur_0.5px,0.992455
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,1.0,blur_1px,0.942339
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,2.0,blur_2px,0.847151
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,4.0,blur_4px,0.722599
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,0.2,saturation_0.2x,0.98779
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,0.4,saturation_0.4x,0.992153
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,0.7,saturation_0.7x,0.997717
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,1.3,saturation_1.3x,0.998437
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,1.7,saturation_1.7x,0.993464
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,2.5,saturation_2.5x,0.977551
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,-0.3,hue_-0.3,0.979131
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,-0.15,hue_-0.15,0.99009
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,0.15,hue_0.15,0.973419
resnet18,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,0.3,hue_0.3,0.967973
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,5.0,rotation_5deg,0.924964
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,10.0,rotation_10deg,0.878756
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,20.0,rotation_20deg,0.827128
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,45.0,rotation_45deg,0.821754
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,90.0,rotation_90deg,0.834798
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,180.0,rotation_180deg,0.898162
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.9,crop_0.9x,0.968415
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.8,crop_0.8x,0.952154
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.7,crop_0.7x,0.92763
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.5,crop_0.5x,0.852747
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.3,crop_0.3x,0.733298
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.2,brightness_0.2x,0.90023
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.4,brightness_0.4x,0.934826
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.6,brightness_0.6x,0.957166
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.8,brightness_0.8x,0.977229
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,1.2,brightness_1.2x,0.988289
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,1.5,brightness_1.5x,0.961463
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,2.0,brightness_2x,0.880054
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,3.0,brightness_3x,0.709829
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,0.5,blur_0.5px,0.992117
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,1.0,blur_1px,0.935825
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,2.0,blur_2px,0.831584
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,4.0,blur_4px,0.645507
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,0.2,saturation_0.2x,0.974779
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,0.4,saturation_0.4x,0.988334
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,0.7,saturation_0.7x,0.99778
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,1.3,saturation_1.3x,0.998516
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,1.7,saturation_1.7x,0.989845
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,saturation,2.5,saturation_2.5x,0.953528
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,-0.3,hue_-0.3,0.959699
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,-0.15,hue_-0.15,0.959836
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,0.15,hue_0.15,0.939198
resnet18,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,hue,0.3,hue_0.3,0.945292
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,rotation,5.0,rotation_5deg,0.950273
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,rotation,10.0,rotation_10deg,0.903127
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,rotation,20.0,rotation_20deg,0.894649
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,rotation,45.0,rotation_45deg,0.802425
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,rotation,90.0,rotation_90deg,0.585178
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,rotation,180.0,rotation_180deg,0.714141
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,crop,0.9,crop_0.9x,0.961908
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,crop,0.8,crop_0.8x,0.868752
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,crop,0.7,crop_0.7x,0.891311
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,crop,0.5,crop_0.5x,0.616296
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,crop,0.3,crop_0.3x,0.399928
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,0.2,brightness_0.2x,0.551876
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,0.4,brightness_0.4x,0.981297
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,0.6,brightness_0.6x,0.993722
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,0.8,brightness_0.8x,0.997945
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,1.2,brightness_1.2x,0.997115
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,1.5,brightness_1.5x,0.9884
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,2.0,brightness_2x,0.955337
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,brightness,3.0,brightness_3x,0.890611
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,blur,0.5,blur_0.5px,0.987201
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,blur,1.0,blur_1px,0.8569
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,blur,2.0,blur_2px,0.777717
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,blur,4.0,blur_4px,0.359911
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,saturation,0.2,saturation_0.2x,0.949552
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,saturation,0.4,saturation_0.4x,0.978412
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,saturation,0.7,saturation_0.7x,0.99629
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,saturation,1.3,saturation_1.3x,0.996991
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,saturation,1.7,saturation_1.7x,0.987289
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,saturation,2.5,saturation_2.5x,0.960842
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,hue,-0.3,hue_-0.3,0.838324
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,hue,-0.15,hue_-0.15,0.884206
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,hue,0.15,hue_0.15,0.867139
vit,0,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Oxfords/Bass/7635940.691.jpg,hue,0.3,hue_0.3,0.808799
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,rotation,5.0,rotation_5deg,0.92894
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,rotation,10.0,rotation_10deg,0.879159
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,rotation,20.0,rotation_20deg,0.803114
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,rotation,45.0,rotation_45deg,0.480635
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,rotation,90.0,rotation_90deg,0.426644
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,rotation,180.0,rotation_180deg,0.428659
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,crop,0.9,crop_0.9x,0.961061
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,crop,0.8,crop_0.8x,0.96333
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,crop,0.7,crop_0.7x,0.92378
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,crop,0.5,crop_0.5x,0.828641
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,crop,0.3,crop_0.3x,0.552156
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,0.2,brightness_0.2x,0.601971
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,0.4,brightness_0.4x,0.951499
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,0.6,brightness_0.6x,0.979808
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,0.8,brightness_0.8x,0.994878
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,1.2,brightness_1.2x,0.973555
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,1.5,brightness_1.5x,0.672712
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,2.0,brightness_2x,0.305268
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,brightness,3.0,brightness_3x,0.264832
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,blur,0.5,blur_0.5px,0.9927
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,blur,1.0,blur_1px,0.900306
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,blur,2.0,blur_2px,0.539465
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,blur,4.0,blur_4px,0.24882
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,saturation,0.2,saturation_0.2x,0.922209
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,saturation,0.4,saturation_0.4x,0.958585
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,saturation,0.7,saturation_0.7x,0.989903
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,saturation,1.3,saturation_1.3x,0.994001
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,saturation,1.7,saturation_1.7x,0.975644
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,saturation,2.5,saturation_2.5x,0.925738
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,hue,-0.3,hue_-0.3,0.863776
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,hue,-0.15,hue_-0.15,0.893327
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,hue,0.15,hue_0.15,0.91136
vit,1,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Havaianas/7933395.129842.jpg,hue,0.3,hue_0.3,0.891851
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,rotation,5.0,rotation_5deg,0.899171
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,rotation,10.0,rotation_10deg,0.882113
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,rotation,20.0,rotation_20deg,0.810716
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,rotation,45.0,rotation_45deg,0.536218
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,rotation,90.0,rotation_90deg,0.519682
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,rotation,180.0,rotation_180deg,0.628228
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,crop,0.9,crop_0.9x,0.949638
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,crop,0.8,crop_0.8x,0.94722
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,crop,0.7,crop_0.7x,0.909353
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,crop,0.5,crop_0.5x,0.688895
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,crop,0.3,crop_0.3x,0.604446
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,0.2,brightness_0.2x,0.48964
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,0.4,brightness_0.4x,0.958307
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,0.6,brightness_0.6x,0.982732
