model,query,image_id,transform,level,label,cosine
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,0.8,brightness_0.8x,0.995752
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,1.2,brightness_1.2x,0.988156
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,1.5,brightness_1.5x,0.974718
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,2.0,brightness_2x,0.94267
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,brightness,3.0,brightness_3x,0.881854
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,blur,0.5,blur_0.5px,0.982064
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,blur,1.0,blur_1px,0.862194
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,blur,2.0,blur_2px,0.741522
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,blur,4.0,blur_4px,0.557408
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,saturation,0.2,saturation_0.2x,0.993424
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,saturation,0.4,saturation_0.4x,0.995588
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,saturation,0.7,saturation_0.7x,0.999045
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,saturation,1.3,saturation_1.3x,0.998017
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,saturation,1.7,saturation_1.7x,0.990114
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,saturation,2.5,saturation_2.5x,0.978705
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,hue,-0.3,hue_-0.3,0.99133
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,hue,-0.15,hue_-0.15,0.995443
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,hue,0.15,hue_0.15,0.996195
vit,2,archive/ut-zap50k-images-square/ut-zap50k-images-square/Boots/Ankle/Michael Antonio/8067446.3.jpg,hue,0.3,hue_0.3,0.995295
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,rotation,5.0,rotation_5deg,0.934842
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,rotation,10.0,rotation_10deg,0.862158
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,rotation,20.0,rotation_20deg,0.807871
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,rotation,45.0,rotation_45deg,0.38012
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,rotation,90.0,rotation_90deg,0.310828
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,rotation,180.0,rotation_180deg,0.344462
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,crop,0.9,crop_0.9x,0.965592
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,crop,0.8,crop_0.8x,0.848202
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,crop,0.7,crop_0.7x,0.764786
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,crop,0.5,crop_0.5x,0.319862
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,crop,0.3,crop_0.3x,0.2199
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,0.2,brightness_0.2x,0.589569
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,0.4,brightness_0.4x,0.968147
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,0.6,brightness_0.6x,0.988099
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,0.8,brightness_0.8x,0.996283
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,1.2,brightness_1.2x,0.986275
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,1.5,brightness_1.5x,0.898902
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,2.0,brightness_2x,0.856972
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,brightness,3.0,brightness_3x,0.759662
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,blur,0.5,blur_0.5px,0.991017
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,blur,1.0,blur_1px,0.910632
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,blur,2.0,blur_2px,0.729226
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,blur,4.0,blur_4px,0.422389
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,saturation,0.2,saturation_0.2x,0.985447
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,saturation,0.4,saturation_0.4x,0.990334
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,saturation,0.7,saturation_0.7x,0.99721
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,saturation,1.3,saturation_1.3x,0.997258
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,saturation,1.7,saturation_1.7x,0.990421
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,saturation,2.5,saturation_2.5x,0.972509
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,hue,-0.3,hue_-0.3,0.965864
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,hue,-0.15,hue_-0.15,0.978496
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,hue,0.15,hue_0.15,0.986506
vit,3,archive/ut-zap50k-images/ut-zap50k-images/Shoes/Sneakers and Athletic Shoes/Vans/7382137.91679.jpg,hue,0.3,hue_0.3,0.98376
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,rotation,5.0,rotation_5deg,0.979516
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,rotation,10.0,rotation_10deg,0.966272
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,rotation,20.0,rotation_20deg,0.939574
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,rotation,45.0,rotation_45deg,0.666184
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,rotation,90.0,rotation_90deg,0.687877
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,rotation,180.0,rotation_180deg,0.702372
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,crop,0.9,crop_0.9x,0.981178
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,crop,0.8,crop_0.8x,0.980143
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,crop,0.7,crop_0.7x,0.95694
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,crop,0.5,crop_0.5x,0.843024
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,crop,0.3,crop_0.3x,0.331733
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,0.2,brightness_0.2x,0.529891
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,0.4,brightness_0.4x,0.984489
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,0.6,brightness_0.6x,0.993885
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,0.8,brightness_0.8x,0.998007
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,1.2,brightness_1.2x,0.992377
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,1.5,brightness_1.5x,0.974841
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,2.0,brightness_2x,0.920227
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,brightness,3.0,brightness_3x,0.64371
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,blur,0.5,blur_0.5px,0.996046
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,blur,1.0,blur_1px,0.957323
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,blur,2.0,blur_2px,0.89496
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,blur,4.0,blur_4px,0.354295
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,saturation,0.2,saturation_0.2x,0.967546
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,saturation,0.4,saturation_0.4x,0.987392
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,saturation,0.7,saturation_0.7x,0.998546
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,saturation,1.3,saturation_1.3x,0.999428
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,saturation,1.7,saturation_1.7x,0.997849
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,saturation,2.5,saturation_2.5x,0.993221
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,hue,-0.3,hue_-0.3,0.974024
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,hue,-0.15,hue_-0.15,0.985663
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,hue,0.15,hue_0.15,0.966352
vit,4,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Sneakers and Athletic Shoes/ASICS/7786226.287014.jpg,hue,0.3,hue_0.3,0.955333
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,5.0,rotation_5deg,0.955458
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,10.0,rotation_10deg,0.930481
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,20.0,rotation_20deg,0.950781
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,45.0,rotation_45deg,0.440522
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,90.0,rotation_90deg,0.408671
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,rotation,180.0,rotation_180deg,0.426399
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.9,crop_0.9x,0.961903
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.8,crop_0.8x,0.953913
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.7,crop_0.7x,0.933271
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.5,crop_0.5x,0.559559
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,crop,0.3,crop_0.3x,0.226142
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.2,brightness_0.2x,0.386389
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.4,brightness_0.4x,0.968135
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.6,brightness_0.6x,0.988174
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,0.8,brightness_0.8x,0.996468
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,1.2,brightness_1.2x,0.995223
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,1.5,brightness_1.5x,0.985942
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,2.0,brightness_2x,0.966589
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,brightness,3.0,brightness_3x,0.906693
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,0.5,blur_0.5px,0.983507
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,1.0,blur_1px,0.937111
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,2.0,blur_2px,0.773191
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,blur,4.0,blur_4px,0.441702
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,0.2,saturation_0.2x,0.943806
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,0.4,saturation_0.4x,0.978327
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,0.7,saturation_0.7x,0.995926
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,1.3,saturation_1.3x,0.997383
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,1.7,saturation_1.7x,0.983368
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,saturation,2.5,saturation_2.5x,0.921398
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,-0.3,hue_-0.3,0.792462
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,-0.15,hue_-0.15,0.81159
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,0.15,hue_0.15,0.824634
vit,5,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Loafers/Keen Kids/7969283.325.jpg,hue,0.3,hue_0.3,0.803611
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,5.0,rotation_5deg,0.897292
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,10.0,rotation_10deg,0.867317
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,20.0,rotation_20deg,0.871268
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,45.0,rotation_45deg,0.350634
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,90.0,rotation_90deg,0.555478
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,rotation,180.0,rotation_180deg,0.44693
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.9,crop_0.9x,0.826365
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.8,crop_0.8x,0.826573
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.7,crop_0.7x,0.864254
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.5,crop_0.5x,0.630073
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,crop,0.3,crop_0.3x,0.289925
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.2,brightness_0.2x,0.324691
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.4,brightness_0.4x,0.972573
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.6,brightness_0.6x,0.988056
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,0.8,brightness_0.8x,0.996893
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,1.2,brightness_1.2x,0.990225
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,1.5,brightness_1.5x,0.917048
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,2.0,brightness_2x,0.733139
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,brightness,3.0,brightness_3x,0.617525
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,0.5,blur_0.5px,0.983024
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,1.0,blur_1px,0.878771
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,2.0,blur_2px,0.710332
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,blur,4.0,blur_4px,0.503532
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,0.2,saturation_0.2x,0.923973
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,0.4,saturation_0.4x,0.963804
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,0.7,saturation_0.7x,0.99343
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,1.3,saturation_1.3x,0.996924
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,1.7,saturation_1.7x,0.986533
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,saturation,2.5,saturation_2.5x,0.955717
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,-0.3,hue_-0.3,0.890788
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,-0.15,hue_-0.15,0.914072
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,0.15,hue_0.15,0.903154
vit,6,archive/ut-zap50k-images-square/ut-zap50k-images-square/Shoes/Heels/Rockport/8087956.395385.jpg,hue,0.3,hue_0.3,0.84092
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,5.0,rotation_5deg,0.872204
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,10.0,rotation_10deg,0.852285
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,20.0,rotation_20deg,0.842034
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,45.0,rotation_45deg,0.571435
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,90.0,rotation_90deg,0.439559
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,rotation,180.0,rotation_180deg,0.537587
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.9,crop_0.9x,0.911544
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.8,crop_0.8x,0.906251
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.7,crop_0.7x,0.790776
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.5,crop_0.5x,0.749764
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,crop,0.3,crop_0.3x,0.373018
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.2,brightness_0.2x,0.534359
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.4,brightness_0.4x,0.971751
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.6,brightness_0.6x,0.986018
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,0.8,brightness_0.8x,0.99592
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,1.2,brightness_1.2x,0.988136
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,1.5,brightness_1.5x,0.956992
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,2.0,brightness_2x,0.893583
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,brightness,3.0,brightness_3x,0.514444
vit,7,archive/ut-zap50k-images-square/ut-zap50k-images-square/Sandals/Flat/Zigi/8098495.3.jpg,blur,0.5,blur_0.5px,0.984575
